指标名称,在规则中,在状态CSV中,丢失方向,模块,来源类型,报表类型,提取器,适用范围,OK次数,失败次数,skip_external,skip_form_filter,N/A次数,missing次数,分类,判定,丢失原因,ICBC年报,ICBC半年报,ICBC_Q1,ICBC_Q3,茅台年报,茅台半年报,茅台Q1,茅台Q3
拆出资金增加额,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
持有至到期投资,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
指定为以公允价值计量且其变动计入其他综合收益的权益工具投资,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
损失类贷款,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
支付新股发行费用,Y,Y,in_both,cashflow,report,年报,python:table_row,universal[*],0,2,0,6,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 2 tests failed with section_found/no_value or extract_fail),section_found/no_value,skip:form_filter,skip:form_filter,skip:form_filter,section_found/no_value,skip:form_filter,skip:form_filter,skip:form_filter
支付的其他与经营活动有关现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
支付的各种税费,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
收入成本比,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
收到的其他与投资活动相关的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
收到的其他与筹资活动有关的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
收到的其他与经营活动有关现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
无形资产摊销,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
有效税率,Y,Y,in_both,report_section,report,年报/半年报/季报,python:percent_value,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
期初现金及现金等价物的余额,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
期末现金及现金等价物净余额,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
杠杆倍数,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
次级类贷款,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
正常类贷款,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
每股分红,Y,Y,in_both,report_section,report,年报,llm,universal[*],0,2,0,6,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 2 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,skip:form_filter,skip:form_filter,skip:form_filter,section_found/extract_fail,skip:form_filter,skip:form_filter,skip:form_filter
每股未分配利润,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
每股经营活动产生的现金流量,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
每股经营活动产生的现金流量净额,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
每股资本公积,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
汇兑收益,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
汇率变动对现金及现金等价物的影响,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:percent_value,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
流动性比例（外币）,Y,Y,in_both,report_section,report,年报/半年报/季报,python:percent_value,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
流动性比例（折人民币）,Y,Y,in_both,report_section,report,年报/半年报/季报,python:percent_value,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
流通股数,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail
现金及现金等价物的净增加额,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
第一大股东持仓占总股本比例,Y,Y,in_both,report_section,report,年报/半年报/季报,python:percent_value,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail
筹资活动产生的现金流入小计,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
筹资活动产生的现金流出小计,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
经投融产生的现金流量净额,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
经营性应收项目的减少,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
股东权益占比,Y,Y,in_both,report_section,report,年报/半年报/季报,python:percent_value,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
股东权益周转天数,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
自由现金流量,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
融资租入固定资产,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
购建固定资产、无形资产及其他长期资产所支付的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
贷存比,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
贷款损失准备,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
资产证券化收到的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
赎回非控制性权益支付的现金,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
递延所得税负债增加,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
递延所得税资产减少,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
逾期90天的重组贷款,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
逾期90天贷款,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
逾期90天贷款率,Y,Y,in_both,report_section,report,年报/半年报/季报,python:percent_value,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
逾期贷款,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
重组贷款,Y,Y,in_both,report_section,report,年报/半年报/季报,llm,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
长期应收款,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
长期待摊费用摊销,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
非息收入占比,Y,Y,in_both,report_section,report,年报/半年报/季报,python:percent_value,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
预计负债,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
风险加权资产收益率（RORWA）,Y,Y,in_both,report_section,report,年报/半年报,python:percent_value,universal[*],0,4,0,4,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 4 tests failed with section_found/no_value or extract_fail),section_found/extract_fail,section_found/extract_fail,skip:form_filter,skip:form_filter,section_found/extract_fail,section_found/extract_fail,skip:form_filter,skip:form_filter
（一）持续经营净利润,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
（二）终止经营净利润,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],0,8,0,0,0,0,lost:no_value,lost,Section found in all tests but no value extracted (all 8 tests failed with section_found/no_value or extract_fail),section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
PB,Y,Y,in_both,market_data,external,实时,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
PB（不含商誉）,Y,Y,in_both,market_data,external,实时,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
PCF-TTM,Y,Y,in_both,market_data,external,实时,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
PE-TTM,Y,Y,in_both,market_data,external,实时,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
PE-TTM（扣非）,Y,Y,in_both,market_data,external,实时,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
PS-TTM,Y,Y,in_both,market_data,external,实时,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
公募基金+自由流通股东持仓占自由流通股本比例,Y,Y,in_both,market_data,external,季报/半年报,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
公募基金持仓占流通股本比例,Y,Y,in_both,market_data,external,季报/半年报,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
市值,Y,Y,in_both,market_data,external,实时,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
年度涨跌幅,Y,Y,in_both,market_data,external,年报,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
股息率,Y,Y,in_both,market_data,external,实时,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
进公募基金前十大持仓占流通股本比例,Y,Y,in_both,market_data,external,季报/半年报,,universal[*],0,0,8,0,0,0,external_only,matched,"External indicator (e.g. PE-TTM, PB); not extracted from reports",skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external,skip:external
拨备覆盖率,Y,Y,in_both,balance_sheet,report,,llm,bank(*)[*],0,0,0,0,8,0,not_applicable,matched,No report_type defined; N/A across all tests,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
拨贷比_coverage,Y,Y,in_both,financial_ratio,computed,,computed,bank(*)[*],0,0,0,0,8,0,not_applicable,matched,No report_type defined; N/A across all tests,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
买入返售金融资产,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],3,5,0,0,0,0,partial_or_ok,matched,Successfully extracted in 3/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,OK
人均净利润,Y,Y,in_both,financial_ratio,computed,年报/半年报/季报,computed,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
人均营业收入,Y,Y,in_both,financial_ratio,computed,年报/半年报/季报,computed,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
人均薪酬,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
以摊余成本计量的金融投资,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
优先股,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
使用权资产,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value,OK,OK,OK,OK
其他,Y,Y,in_both,cashflow,report,年报/半年报/季报,python:table_row,universal[*],7,1,0,0,0,0,partial_or_ok,matched,Successfully extracted in 7/8 tests,OK,OK,OK,OK,section_found/no_value,OK,OK,OK
其他业务成本,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
其他业务收入,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
其他人员人数,Y,Y,in_both,report_section,report,年报/半年报/季报,python:headcount,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,OK,OK,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail,section_found/extract_fail
其他权益工具,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,OK,OK,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
其他综合收益,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],8,0,0,0,0,0,partial_or_ok,matched,Successfully extracted in 8/8 tests,OK,OK,OK,OK,OK,OK,OK,OK
其他综合收益的税后净额,Y,Y,in_both,income_statement,report,年报/半年报/季报,python:table_row,universal[*],4,4,0,0,0,0,partial_or_ok,matched,Successfully extracted in 4/8 tests,section_found/no_value,section_found/no_value,section_found/no_value,OK,section_found/no_value,OK,OK,OK
其他负债,Y,Y,in_both,balance_sheet,report,年报/半年报/季报,python:table_row,universal[*],2,6,0,0,0,0,partial_or_ok,matched,Successfully extracted in 2/8 tests,section_found/no_value,section_found/no_value,OK,OK,section_found/no_value,section_found/no_value,section_found/no_value,section_found/no_value
